Mixture	Neurons	Astrocytes	Oligodendrocytes	Microglia	Endothelia	P-value	Correlation	RMSE
CMC_MSSM_205	0.6511495593897	0.123977159696523	0.157817565767163	0	0.0670557151466141	9999	0.362732259138249	1.03681454790315
CMC_MSSM_206	0.366580417038112	0.220264181765793	0.321111700301114	0	0.09204370089498	9999	0.597116864453653	0.820979158673544
CMC_MSSM_208	0.325912352529337	0.208122939297395	0.381331832687983	0	0.0846328754852851	9999	0.398063992779923	0.992141345002922
CMC_MSSM_209	0.567338638913114	0.127296958077985	0.195669776628824	0	0.109694626380077	9999	0.52091381983394	0.896929258424473
CMC_MSSM_210	0.583198304913427	0.182486121868638	0.144188259979968	0	0.0901273132379668	9999	0.621353585969743	0.803334712223076
CMC_MSSM_212	0.505547641474955	0.185878808488439	0.238854175642445	0	0.0697193743941611	9999	0.576567402648558	0.843194722397786
CMC_MSSM_213	0.624423835905207	0.179187658608466	0.115848551598651	0	0.080539953887676	9999	0.481276041759866	0.935945220053255
CMC_MSSM_214	0.100001366696847	0.203907379776067	0.681175249376567	0	0.0149160041505194	9999	0.488071300981234	0.944634840318763
CMC_MSSM_215	0.0750105724156685	0.622592395507211	0.17918027638951	0.0136828107029813	0.109533944984629	9999	0.484572546749244	0.943330427181479
CMC_MSSM_216	0.275311163733072	0.29092263814574	0.373627047444416	0	0.0601391506767715	9999	0.412349490815379	0.981399580988365
CMC_MSSM_217	0.178293248607392	0.337514523154296	0.320134456057316	0.00163442856184203	0.162423343619153	9999	0.508552368607647	0.901510444480461
CMC_MSSM_218	0.691543001810925	0.159918189065099	0.0842116328327446	0	0.0643271762912314	9999	0.369756521557826	1.03652489105942
CMC_MSSM_219	0.383747864650983	0.209073044191526	0.295722097227026	0.0161319364551516	0.0953250574753132	9999	0.299332599526645	1.06375963209542
CMC_MSSM_221	0.270451254674585	0.22760972409679	0.383091717109455	0.0271985291451355	0.0916487749740352	9999	0.610991732282532	0.80777051329713
CMC_MSSM_222	0.639853657014569	0.165176830504758	0.0872651770654122	0	0.107704335415262	9999	0.544420677891985	0.881099038193085
CMC_MSSM_223	0.464884197390169	0.312938138461068	0.0784856018239877	0	0.143692062324775	9999	0.536957648219058	0.87942797642958
CMC_MSSM_224	0.181765184193947	0.455851835091938	0.194598148448111	0.00888332267787673	0.158901509588127	9999	0.618745737549985	0.803576675078682
CMC_MSSM_225	0.618844251210808	0.0893999167917369	0.155924390976718	0.019639962202316	0.116191478818422	9999	0.431531279098509	0.977752217697979
CMC_MSSM_226	0.519067389051854	0.079637401245311	0.276862513297992	0	0.124432696404843	9999	0.5817928983024	0.840344371065425
CMC_MSSM_227	0.701926591060207	0.0965797849748577	0.111145372166556	0	0.0903482517983795	9999	0.61702512535765	0.816032345119827
CMC_MSSM_228	0.667199885040055	0.137712742922292	0.0886701607031983	0	0.106417211334454	9999	0.406932802895805	1.0033132408145
CMC_MSSM_230	0.580655672259861	0.151020590348039	0.122823416064442	0	0.145500321327658	9999	0.519825894602248	0.898740428467998
CMC_MSSM_232	0.711981121186346	0.108561673678426	0.0893645890829074	0	0.0900926160523206	9999	0.325802937988961	1.07435613353105
CMC_MSSM_233	0.713179328179567	0.0964838868562917	0.0906230585645029	0	0.0997137263996389	9999	0.549246181372171	0.88379107485439
CMC_MSSM_234	0.515321572808072	0.114266675450429	0.242212059072191	0.0270340695876042	0.101165623081703	9999	0.498543615439525	0.913296541373775
CMC_MSSM_235	0.649130530165656	0.148586624360673	0.14495913942881	0	0.0573237060448612	9999	0.547609577613113	0.878794572788235
CMC_MSSM_236	0.498210767348437	0.140767770024653	0.246115490264368	0	0.114905972362542	9999	0.396408006516011	0.996528895475273
CMC_MSSM_237	0.735397250449608	0.152927556438501	0.0495765641632373	0	0.0620986289486531	9999	0.628885259352105	0.80680991108999
CMC_MSSM_238	0.2216556433532	0.267760711004832	0.427886949469646	0	0.0826966961723216	9999	0.42731837926199	0.97131652645243
CMC_MSSM_242	0.705248064698083	0.0680015905890392	0.141188754774251	0	0.0855615899386265	9999	0.4472295885747	0.97506060367822
CMC_MSSM_243	0.57101586807192	0.0971672078712533	0.16920889914904	0.0186478980824596	0.143960126825327	9999	0.620993818026258	0.803400002684365
CMC_MSSM_244	0.595170716172667	0.0953712076204493	0.22186843780553	0	0.0875896384013538	9999	0.567935562595254	0.856632161935144
CMC_MSSM_245	0.722539842242955	0.0941763462649132	0.113897607144249	0	0.0693862043478829	9999	0.453811282099475	0.971055237158485
CMC_MSSM_246	0	0.572836897129763	0.2321204086788	0	0.195042694191437	9999	0.337234005887617	1.06558561676391
CMC_MSSM_247	0.611228118593055	0.150960569671852	0.101123882537341	0	0.136687429197752	9999	0.580265283708533	0.845326501406756
CMC_MSSM_248	0.591762084629941	0.119666730511759	0.192497993972891	0.00541158005061575	0.090661610834793	9999	0.422034814613662	0.982930241471154
CMC_MSSM_249	0.461731289698962	0.121132346687019	0.336813371095486	0	0.080322992518533	9999	0.450079272402602	0.954343085772954
CMC_MSSM_250	0.481002767495833	0.1550983829124	0.0987811067705599	0.107118372786048	0.15799937003516	9999	0.655794550788988	0.764501273605082
CMC_MSSM_251	0.638010914330542	0.111950556402584	0.17120211171759	0	0.0788364175492844	9999	0.398492298270039	1.00691867070029
CMC_MSSM_252	0.110340495329868	0.514411905913011	0.2914192274803	0	0.0838283712768203	9999	0.328971101948925	1.05942143767421
CMC_MSSM_253	0.549455705073926	0.174001675002355	0.197107846811114	0	0.079434773112605	9999	0.388666139377018	1.00572015068848
CMC_MSSM_254	0.50426281693267	0.140488980005221	0.251314249542201	0	0.103933953519907	9999	0.620118533995797	0.801715431987435
CMC_MSSM_255	0.230723222915955	0.35245495616946	0.298655226293579	0	0.118166594621006	9999	0.355570477410689	1.0240459768805
CMC_MSSM_257	0.574324232294526	0.0953767089016519	0.167434775884589	0	0.162864282919233	9999	0.547063524258955	0.874453654644626
